,title,description,video_id
428,"$10,000 Prop Movie Money Unboxing & Review - The Official Prop Money of Hollywood",Buy your Prop Money here: → https://goo.gl/u4o6Es (eBay)($100s)($10000 stack) What others are saying: ↓ CoxParadox: ...,YdkP08YXV2M
429,Red Dead Online - Fastest Way To Make Money Online!,This method is faster than money glitches and isn't a glitch! Earn money fast in Red Dead Redemption 2 Online! Join the Discord and talk with other subscribers ...,nEQhMpAkYfI
430,Selling Girl For Money Prank | by Vinay Thakur,Rom Rom Ji Video Achi lagi to like comment or share jarur kardena ;) Or Apne Bhai Se Baat Karne k Liye Yaha Aa Jao :D Instagram-- ...,z1NrfXzoMNY
431,Red Dead Online: FAST & EASY Money Method For Beginners! Earn Money FAST In Red Dead Online! (RDR2),"Howdy everyone! In this video, we dive into the world of Red Dead Online and show you how to make money easily as a beginner. Like & Subscribe for more ...",DcIW96titTM
432,Expensive Useless Things Billionaires Spend Their Money On,Most people have a plan for what they'd do if they won the lottery – and everyone's lists look pretty similar. Here are the Most Expensive Useless Things ...,VoRCIDaztC0
433,SECRET FAST MONEY MAKING METHOD in Red Dead Online! Red Dead Online Money Glitch or Exploit?,SECRET FAST MONEY MAKING METHOD in Red Dead Online! Red Dead Online Money Glitch or Exploit? RDR2 Online Check out my Outlaw Merch!,MC58RRw18Nw
434,RED DEAD ONLINE **UNLIMITED** Money Glitch | RDR2 Online Best Way To Make Money FAST & EASY!,RED DEAD ONLINE **UNLIMITED** Money Glitch | RDR2 Online Best Way To Make Money FAST & EASY! Red Dead Redemption 2 Playlists: Red Dead ...,PQZa8IH88HM
435,The REAL Truth About Making Money (Animated),"Many people on the internet know that money does not provide us with happiness, but many people don't realize what exactly money does provide us. I think the ...",THrYAdh2e-I
436,3 Stupidly Simple Ways To Make (GOOGLE MONEY) Online 2018!,CLICK HERE For My # 1 Way To Earn Money Online ▻▻ http://6figuresormore.com SUBSCRIBE TO US HERE ▻ http://bit.ly/SubscribeHereJayBrown Hey ...,_kyCeq-CcFo
437,Red Dead Redemption 2 Online - How to Make EASY MONEY!,BE SURE TO LIKE AND SUBSCRIBE TO THIS CHANNEL!   Make sure you click the notification to know when my Red Dead Redemption 2 videos go live!,IGw0Uo2fVT0
438,Cardi B - Money x She’Meka Ann Choreography,Inquiries for She'Meka Ann - heels.shemeka@gmail.com She'Meka Ann Class Choreography ARTIST: Cardi B SONG: Money FOLLOW SHE'MEKA ANN on ...,18NnGMPRY_k
439,Red Dead Online - How To Make Money FAST! Easy Ways To Get GOLD BARS & Cash Quickly! (RDR2),Red Dead Online - How To Make Money FAST! Easy Ways To Get GOLD BARS & Cash Quickly! (RDR2) ▻Cheap GTA 5 Shark Cards & More Games: ...,hLbdzHbFqpQ
440,How to Save Lots of Money If You’re a Big Spender,"How to Save Money Fast. Saving money isn't easy, especially for shopping fans who have almost zero self-control. Fortunately, there is a solution for those big ...",ayAtONNBj40
441,Red Dead Redemption 2 Online - *UPDATED* Easiest Way To Make Money ONLINE,Red Dead Redemption 2 Online is HERE! and the hardest thing to do is make money. This video will show you one of the easiest ways to make money on Red ...,XKyA8RvgggI
442,केवल छात्रों के लियें फ्री में ₹200 रुपये प्रतिदिन मिलेगा | Earn Money Online App,केवल छात्रों के लियें फ्री में ₹200 रुपये प्रतिदिन मिलेगा | Earn Money Online App ✓ABOUT VIDEO▷...,JDrnT-e72KM
443,How to Make Money Online - Make Money Fast | Passive Income,"For many people, making money online would be an absolute dream come true. The crazy thing is, earning money online fast is not as hard as it looks like.",0HLxO2E7wns
444,Money - Cardi B / Mina Myoung Choreography,Mina Myoung teaches choreography to Money by Cardi B. 1MILLION Dance Studio YouTube Channel: https://www.youtube.com/1milliondancestudioasia ...,R4lQSn6OmP0
445,"Red Dead 2 Online Roleplay ""Outlaw Life"" (Money Debt)","Red Dead 2 Online Roleplay ""Outlaw Life"" (Money Debt) ⭐Subscribe✓Like✓Comment✓Share✓Favorite⭐ CLICK THE BELL NOTIFICATION     SOCIAL ...",sskKJQPekjQ
446,THIS HOUSE CAN MAKE YOU $1000 in Red Dead Online! Easy Ways to Make Money in Red Dead Redemption 2!,THIS HOUSE CAN MAKE YOU $1000 in Red Dead Redemption 2! Easy Ways to Make Money in Red Dead Online! Check out my Outlaw Merch!,lxlUEZuL3Fo
447,মোবাইল দিয়ে ইনকাম হবেই Earn Money in Bangladesh,সবার মোবাইল দিয়ে এবার ইনকাম হবেই Earn pro money in bd payment bkash.This exclusive online course video helps you make money in Bangladesh....,1COoZCVYAjg
448,GTA 5 ONLINE - *NEW* EASY UNLIMITED MONEY METHOD! | Best Fast GTA Online Money Guide 1.45,Subscribe http://www.youtube.com/subscription_center?add_user=LAAZRGAMING ▻ More GTA 5 Videos ...,KDwXgbQACWc
449,*EASY + NEW* Red Dead Redemption 2 Online Money Glitch!! (RDR 2 Online Money),This Is THE FIRST EASY Money Glitch On Red Dead Redemption 2... (RDR 2 Money Glitch). There You Go NEW Money Glitch. Red Dead Redemption 2 ...,-cfxeK8YUC4
450,"I TRIED ASMR // EATING RAW HONEYCOMB, GIANT CAKE , CHEWY AND CRUNCHY ASMR + TRY NOT TO GET SATISFIED","DO NOT DOWNLOAD OR POST ANY OF THE CLIPS FROM THIS VIDEO** In todays video I tried asmr (again), this is kind of a try not to get satisfied challenge, ...",2zZlTWUPTCM
451,ASMR Face Brushing & Breathy Whispers for Sleep,"Face brushing is one of my personal favourite triggers so I hope you enjoy it as much as I do. This video also includes breathy whispers, and repeated trigger ...",9JBxmqkKi8Y
452,800+ Reese Mountain!! 🧡 ASMR Triggers for Delicious Relaxation | Reese Ritual,This video is sponsored by Reese Canada! https://www.youtube.com/channel/UCWC94heuVJwvokDvT4-aCbA HELLO HELLO extra video!!!! Thank you so ...,GYgQrnvzNeo
453,[ASMR] Digging For Gold! (Satisfying & No Talking),"Sit back, relax, and please enjoy this video of me frantically scraping at a bar of gold to get at a smaller piece of gold! WOOHOO! Makes perfect sense! Thank you ...",qwl4um7QFo4
454,"ASMR : TURKISH BARBER MASSAGE= FAST FINGER ,HEAD,ARM,FACE,BACK MASSAGE =kafa,sırt,kol ve yüz masaj'ı",selam arkadaşlar . yeni video ile yine beraberiz . 32.00. abone için teşekkürler . bu video başka kuaförde yapıldı .umarım beğenirsiniz . kanalıma abone olarak ...,i6tvUlh8Cms
455,💆 Vietnamese Girl and Face and Head Massage with cucumber | ASMR no Talking,Official ASMR Barber video: Vietnamese Girl and Face and Head Massage with cucumber | ASMR no Talking Subscribe to ASMR Barber: http://bit.ly/2nM9Wyl ...,TH0glIjgw6Y
456,ASMR | Shop My Closet (ft. Poshmark),"Download Poshmark: https://pshmrk.app.link/JO4LNErJfR Shop my closet: @OHLILYDEE Buy or Sell Fashion ☆ My #ASMR is on SPOTIFY, TIDAL & Apple ...",7aFsszVbQNU
457,Ice Eating - Crunchy iCE Eating Mukbang ASMR !,Amazing Ice Eating Compilation - Crunchy iCE Eating Mukbang ASMR Video ! Crunchy sounds by Korean girls eating ice. Ice eating mukbang for relaxing.,1Rs5nQ3mjUE
458,"[ASMR Japanese]2人で両耳ゾクゾク♡小池里奈さんとこちょこちょ!オノマトペ!tapping！ロールプレイ♡[音フェチ,囁き]",おやっとさぁ～！西田あいです。 今回はコラボ動画です♩マイクに注目☆ ゲストに「となりのこいけ」チャンネルから 小池里奈さんが来てくだ...,JRVVcWjw_5Y
459,Cardi B Explores ASMR | W Magazine,"In this Celebrity #ASMR interview, rapper Cardi B explores autonomous sensory meridian response with whispers and sounds. The award-winning musician ...",HUMygkRhB88
460,"100% ASMR INTENSE TINGLES 😴Dotting YOUR Face, Poke, Close up Mouth Sounds Ear to Ear",ASMR Dot Dot Dotting & Poking Your Face! Mouth Sounds ACMP Enjoyed this? Subscribe & Tap the Bell to see my NEW videos :) xo ♥ Support me on Patreon ...,CQpX7a6rejo
461,Gonna Get right Up In Your ASMR,"Prof. T and Doc are both indisposed presently, so we decided to use Vincent for your examination... dont worry! he is a professional tingle-ologist,,, i assure you ...",SAqexs1UQQk
462,The ASMR 25 Question Tag with Whispered Skull Tapping,The ASMR 25 Question Tag!! Let's Do This!!!! TAGGED BY: Mr. Tattoo ASMR https://www.youtube.com/channel/UCKh2IEC1uEFYiW6iCiutHUA ASMR People ...,gd6GH1lBX14
463,ASMR Morning Street Head Massage,"Starting a day with a head massage, what else can be better than this. Roads are getting alive, birds are already left for the daily flight, a read apple slowly ...",glAkIIVuvLI
464,ASMR role play - Christmas shopping,ASMR role play - Christmas shopping at drugstore.,9nyoiui1X9o
465,낙서 ASMR｜빨래판에 은갈치 한 마리｜doodling  cutlassfish on wooden washboard,이어폰 권장볼륨 : 4~6/10 하쁠리 rappeler (본계정) www.youtube.com/c/ASMRrappeler20 하쁠리 채널 회원 가입 링크 (영상 선공개 / 후원콩이 전용...,6ZQk61lHgFI
466,ASMR Roleplay - Date with Kitsune Girl ~ Magical Forest Atmosphere - ASMR Neko,"In this video you get to spend some time with Yuna, a Kitsune (Fox Yokai) who is very protective of their sacred forest, but who is also very interested in humans ...",ty2rbVsfftE
467,Te Maquillo En Mi Nueva Habitación | Love ASMR | Ana Muñoz,"Hola a todos espero que os guste esta sesión. Os dejo en enlace a mi nueva tienda virtual de camisetas, sudaderas, cojines...",9naCtOckCS4
468,ASMR CHEESY NOODLE FEAST (Spicy Fire + Carnonara + Jjajangmyeon) EATING SOUNDS NO TALKING | SAS-ASMR,SAS-ASMR X2 https://www.youtube.com/channel/UCbSUrXvI0HWmbg_oo6crO5g/videos 3Dio Binaural (Ear to Ear Eating Sounds) SASVlogs ...,cbzdsbySBVk
469,ASMR Super Stretchy MOCHI + DANGO Mukbang *FAIL? Depending On Your Standards,ASMR Super Stretchy MOCHI + DANGO Mukbang Watch Today's NON ASMR Mukbang https://www.youtube.com/watch?v=dFXa6PdGYGs COLDEST ...,kPn8ua6w8MM
470,TODAY Tries ASMR For The First Time | TODAY Originals,ASMR or Autonomous Sensory Meridian Response is one of the most popular video trends on YouTube. TODAY's Sheinelle Jones made her own ASMR video ...,qy1_Tpr41nY
471,ASMR- personal attention with some trigger words,Happy November •make sure to like comment and subscribe for more videos• •To stay updated on information follow my Instagram @rainbowasmr.lela • •To ...,-RP1Re421jg
472,ASMR Coconut JELLY (SOFT SQUISHY EATING SOUNDS) | SAS-ASMR,Recipe video https://youtu.be/eAAawB3BTsA SAS-ASMR X2 https://www.youtube.com/channel/UCbSUrXvI0HWmbg_oo6crO5g/videos 3Dio Binaural (Ear to Ear ...,UEWFnKBbI7Q
473,ASMR TUNA SASHIMI (EATING SOUNDS) NO TALKING | SAS-ASMR,SAS-ASMR X2 https://www.youtube.com/channel/UCbSUrXvI0HWmbg_oo6crO5g/videos 3Dio Binaural (Ear to Ear Eating Sounds) SASVlogs ...,dGdQ_c1OuOw
474,ASMR eating mushroom (King Oyster and Beech mushroom)EXTREME CRUNCHY EATING SOUNDS | LINH-ASMR,"ASMR eating mushroom (King Oyster and Beech mushroom)EXTREME CRUNCHY EATING SOUNDS | LINH-ASMR ❤   Don't forget to: LIKE, COMMENT and ...",X02NltE7sS4
475,ASMR ESSE VÍDEO VAI TE CAUSAR ARREPIOS,Contato profissional: sabrinapimentellima@gmail.com Instagram: http://instagram.com/iamsabrinapimentel Facebook: ...,M6FuywpNIL4
476,Crunchy Slime - Satisfying Slime ASMR Video #43!!,Crunchy Slime - Satisfying Slime ASMR Video video credits: https://www.instagram.com/momoslimes_/ https://momoslimes.com/ ...,AzzR05RKre0
477,Lo-Fi ASMR | Get Ready With Me!,"Sponsored by Ebates. Sign up here and get $10: https://www.ebates.com/r/LILLIA3853 Lo-Fi ASMR | Get Ready With Me! Gram me, tweet me, if you wanna ...",5d0n2MRRrck
478,"ASMR| Repeating “shh, it’s okay” & “it’ll get better” breathy inaudible whispers | hand movements",I hope you all enjoy today's videooooooo I love you all so much.🤘  🤟  🤘  🤘  🤘   - positive vibes ONLY!      •••••••••••••••...,5-gQkeks29g
479,ASMR ❤️,"ASMR for sleep and deep relaxation. This ASMR video includes some cute sounds for sleeping, relaxing, calming and immersing in a positive and peaceful ...",A4GWlrvXktI
480,"ASMR 100 TRIGGERS - Ear to Ear, literally","100 ASMR triggers in 15 minutes. No jump cuts. As many of you have been enjoying this kind of trigger sounds videos, I've decided to push it further and to ...",OvBZNe5Jn1c
481,Rose Fi | tingles | ear phones [ASMR],"Hey Rosebuds!!! Hope you enjoy this chill asmr video, I dont make these kind of videos a lot but i wanted to finally make one!! It came out nice!! I edited some of ...",WXJdd9zOgIA
482,ASMR NASI PADANG INDONESIA | BEEF RENDANG | JACKFRUIT CURRY | SAMBAL EGGPLANT | EATING SOUNDS,Please don't forget to rate this video... thumbs up/ thumbs down! Thank you. 🧡 Instagram: https://www.instagram.com/lychee_asmr/ Credits: Icons made by ...,4PZLi5miUnQ
483,ASMR Bowsette Roleplay: Are You The Plumber?,"If you like what I do, you can pledge your support at: https://www.patreon.com/amouranth I stream Daily on TWITCH (including ASMR!)",WS4E0jQsgag
484,♡ASMR español♡ TE VAS A DORMIR EN 10 MINUTOS. |Super Cosquillas|,"Hola Hermosura! En este ASMR en ESPAÑOL, TE VAS A DORMIR EN 10 MINUTOS. COSQUILLAS! Sonidos cosquillosos para dormir♥ Susurros, cepillo (hair ...",UfMbNgoPhhY
485,ASMR SEAFOOD *CHEESE Fondue (King Crab + Lobster + Prawns + Sausage) EATING SOUNDS | SAS-ASMR,SAS-ASMR X2 https://www.youtube.com/channel/UCbSUrXvI0HWmbg_oo6crO5g/videos 3Dio Binaural (Ear to Ear Eating Sounds) SASVlogs ...,cq0mM9JD3kw
486,NO TALKING ASMR | FETTUCCINI MUKBANG,INSTAGRAM @TRISHAPAYTAS NEW MERCH! http://www.TrishShirts.com Get your tickets & come meet me on tour http://bit.ly/Trishalive INSTAGRAM ...,XHvq8XLPbPI
487,Os Slimes Mais Satisfatórios do Mundo! #58 - Vídeo Satisfatório ASMR!,Os Slimes Mais Satisfatórios do Mundo! #58 - Vídeo Satisfatório ASMR! *** Todos os Créditos no Vídeo *** Clique aqui para se Inscrever ...,d-v3y3ek-jk
488,ASMR Fluttering Fingers to Reduce Stress & Anxiety ~ whispering you to relax ~,Thanks for watching! :3 First time fluttering my finger haha P.s my lighting is darker here bc I made my exposure lower Social media sites: ...,RrkSlX3igpw
489,Boyfriend Gives ME ASMR? + Funny Bloopers!,"How about Trey though! He did so well :) More videos with Trey? Let me know!! I hope you guys enjoy this video, we had so much fun creating it! Follow me on ...",ZgtV1erzlQc
490,El ASMR Ya No Es Lo Que Era... | Love Asmr | Ana Muñoz,"Hola a todos, hoy tenéis un video más al estilo de antes: he ido cogiendo cosas al azar y sin conexión unas con otras (¡ lo que he pillado por casa!) además ...",EpYtF6I4xBg
491,POPSICLE ASMR INTENSE SLUPRING SOUNDS,INSTAGRAM (LAURENALICELOVE) https://instagram.com/laurenalicelove?utm_source=ig_profile_share&igshid=5tktzt3bbc4m SNAPCHAT ...,AGFQJdLT5eU
492,ASMR CRAZY: 100 MELHORES TRIGGERS PRA DORMIR EM MINUTOS,"Oi oi !! Meu nome é Juliana Motta e espero que você goste deste VIDEO sobre ASMR !! Eu faço muitos vídeos sobre truques e dicas, diys, testando produtos, ...",G4WrtOgJIH4
